0	1
616	625
638	651
1632	1633
1908	1909
2054	2055
2065	2071
2085	2090
2166	2175
2188	2189
2336	2337
2532	2533
2740	2741
2900	2901
3063	3064
3103	3104
3192	3193
3229	3230
3254	3255
3526	3527
3639	3640
3816	3817
3964	3965
4188	4189
4350	4351
4530	4531
4644	4645
4736	4737
4799	4800
4821	4828
4843	4844
4910	4911
5066	5067
5090	5091
5165	5174
5229	5230
5279	5280
5422	5423
5645	5646
5715	5716
6091	6092
6189	6192
6345	6346
6353	6355
6373	6385
6394	6398
6404	6406
6414	6415
6423	6528
6535	6540
6546	6613
6666	6667
6696	6700
6707	6709
6738	6739
6787	6788
7244	7245
7259	7268
7277	7289
7414	7416
7459	7462
7549	7557
7581	7582
7744	7745
7769	7775
7811	7812
7828	7829
7841	7851
7894	7895
8766	8772
8931	8932
9745	9746
10150	10151
10461	10462
10675	10676
10879	10880
11172	11173
11332	11333
11889	11890
12034	12035
12047	12048
12245	12252
12307	12308
12358	12360
12402	12403
12410	12424
12430	12431
12439	12443
12449	12452
12458	12459
12468	12469
12478	12481
12487	12491
12497	12510
12516	12603
12617	12619
12626	12627
12657	12658
12670	12671
12683	12684
12709	12710
12716	12717
12724	12725
12736	12750
12761	12763
12774	12776
12782	12802
12844	12845
13060	13061
13324	13325
13494	13495
13533	13534
13563	13564
14901	14902
15662	15663
15951	15952
16250	16256
16321	16322
16434	16435
16573	16574
16829	16830
16968	16969
17013	17014
17032	17034
17047	17048
17168	17169
17204	17216
17261	17262
17392	17393
17501	17502
17630	17631
17743	17744
17803	17804
17908	17909
17993	17994
18033	18034
18077	18078
18126	18127
18194	18195
18321	18322
18356	18357
18447	18448
18534	18535
18593	18594
18664	18665
18725	18726
18756	18757
18839	18840
18862	18863
18889	18890
18910	18911
19023	19024
19085	19086
19184	19185
19341	19342
19452	19453
19532	19533
19627	19628
19696	19697
19899	19900
19948	19949
20126	20127
20243	20244
20335	20336
20407	20408
20469	20470
20558	20559
20978	20979
21126	21127
21299	21300
21402	21403
21469	21470
21481	21482
21528	21529
21654	21655
21736	21737
21743	21747
21759	21760
21801	21802
21869	21870
21921	21950
22034	22035
22110	22111
22192	22193
22296	22297
22310	22318
22354	22355
22396	22397
22464	22465
22714	22715
23523	23524
23666	23667
23838	23839
24221	24222
24295	24296
24436	24437
24737	24738
24791	24792
24896	24906
24925	24926
24996	25003
25011	25012
25090	25091
25098	25099
25116	25117
25175	25182
25250	25251
25393	25394
25400	25408
25417	25418
25494	25500
25573	25575
25584	25587
25626	25627
25639	25646
25657	25671
25680	25689
25700	25704
25715	25724
25732	25739
25751	25755
25763	25769
25776	25791
25799	25803
25811	25823
25838	25845
25892	25893
25982	25983
26124	26125
26209	26210
26262	26263
26273	26275
26318	26319
26328	26330
26354	26381
26393	26400
26464	26465
26494	26495
26547	26548
26584	26585
26614	26615
26657	26658
26687	26691
26712	26713
26761	26762
26856	26857
26950	26951
27228	27229
27238	27242
27255	27256
27282	27291
27303	27304
27412	27413
27640	27641
27747	27748
27806	27807
27936	27937
28216	28217
28484	28485
28627	28628
28740	28745
28795	28796
29000	29001
29047	29048
29084	29085
29192	29193
29240	29241
29397	29398
29435	29436
29539	29540
29564	29575
29591	29593
29604	29606
29617	29619
29630	29632
29643	29657
29664	29671
29682	29684
29695	29697
29708	29710
29721	29735
29768	29769
29876	29877
29938	29939
30060	30061
30116	30117
30169	30170
30176	30177
30215	30216
30252	30254
30265	30284
30293	30298
30306	30310
30463	30465
30488	30490
30501	30502
30514	30515
30527	30528
30540	30542
30553	30554
30664	30665
30771	30772
30861	30863
30878	30879
30904	30905
30930	30931
30956	30957
30995	30996
31047	31048
31115	31116
31187	31188
31284	31292
31372	31377
31433	31434
31444	31445
31504	31505
31578	31579
31742	31743
31775	31776
31950	31951
32035	32036
32136	32137
32433	32434
32684	32685
32760	32761
32786	32787
32812	32813
32838	32839
32916	32917
33040	33041
33365	33366
33753	33754
33990	33991
34239	34240
34475	34476
34858	34859
34986	34988
35024	35025
35157	35158
35306	35307
35479	35480
35612	35613
35678	35679
35757	35758
35901	35902
36095	36096
36302	36303
36567	36568
36583	36584
37189	37190
37439	37440
37480	37481
37654	37655
37945	37946
38106	38107
38429	38430
38593	38594
38792	38793
39083	39084
39633	39634
39749	39750
39847	39848
39970	39971
40065	40066
40132	40133
40287	40288
40353	40354
40454	40455
40581	40582
40640	40641
40706	40707
40906	40907
41024	41025
41065	41066
41239	41240
41328	41329
41423	41424
41490	41491
41546	41547
41615	41621
41650	41651
41736	41737
41848	41849
41860	41861
41924	41925
42069	42070
42489	42491
43103	43104
43195	43196
43276	43277
43368	43369
43675	43676
44127	44128
44296	44297
44311	44313
44607	44643
45039	45051
45097	45105
45111	45114
45127	45129
45136	45138
45227	45228
45435	45436
45469	45470
45505	45506
45595	45596
45631	45632
45644	45645
45755	45756
45845	45846
46143	46144
46244	46245
46269	46270
46391	46402
46437	46439
46445	46451
46476	46477
46489	46490
46516	46536
46571	46572
46674	46675
46940	46941
47074	47075
47197	47198
47345	47346
47531	47532
47599	47600
47676	47677
47724	47725
47737	47738
47780	47781
47815	47816
47828	47829
47841	47842
47919	47920
47940	47941
48126	48127
48263	48264
48864	48865
48942	48943
49079	49080
49178	49179
49318	49319
49369	49370
49393	49403
49443	49444
49548	49549
49594	49595
49756	49757
49880	49881
49979	49980
50057	50058
50163	50164
50259	50271
50310	50311
50432	50433
50638	50639
50795	50796
50861	50862
50992	50993
51052	51053
51136	51137
51203	51204
51417	51418
51490	51491
51612	51613
51703	51704
51855	51856
52114	52115
52157	52158
52523	52524
52584	52585
52680	52681
52713	52714
52726	52729
52779	52780
52864	52865
53006	53007
53716	53717
53991	53992
54313	54314
54698	54699
54853	54854
55050	55051
55424	55425
55608	55609
55745	55746
56128	56129
56308	56309
56529	56530
56793	56794
56954	56955
57087	57088
57416	57417
57775	57776
57953	57954
58053	58060
58074	58081
58093	58096
58116	58120
58143	58144
58185	58198
58225	58227
58245	58251
58269	58270
58398	58399
58900	58901
59035	59036
59384	59385
59524	59525
59615	59616
59663	59664
59711	59712
59753	59754
59801	59802
59879	59880
59940	59941
60333	60334
60500	60501
60719	60720
60907	60908
61120	61121
61279	61280
61503	61504
61743	61744
62064	62065
62181	62182
62379	62380
62647	62648
62730	62731
63144	63145
63296	63297
63553	63554
63844	63845
64015	64016
64102	64103
64204	64205
64304	64305
64429	64430
64571	64572
64675	64676
64773	64774
64942	64945
65074	65079
65091	65092
65104	65105
65158	65160
65233	65234
65358	65359
65448	65449
65606	65607
65725	65726
65838	65839
66106	66107
66328	66329
66657	66658
66758	66759
66866	66867
66934	66935
67007	67008
67057	67058
67094	67095
67143	67144
67193	67194
67249	67250
67290	67291
67343	67344
67365	67366
67684	67685
67767	67768
67815	67816
67860	67861
67915	67916
68017	68018
68092	68093
68145	68146
68264	68265
68352	68353
68370	68377
68415	68416
68467	68468
68548	68549
68578	68581
68587	68601
68607	68612
68653	68654
68689	68690
68740	68741
68768	68769
68853	68854
68879	68880
68895	68896
68927	68928
68983	68984
69019	69020
69073	69074
69092	69093
69116	69117
69347	69348
69412	69413
69422	69430
69439	69440
69471	69472
69630	69646
69659	69672
69686	69696
69731	69737
69845	69846
69964	69965
70229	70230
70350	70351
70517	70518
70618	70619
70713	70714
70893	70894
71039	71040
71104	71106
71116	71117
71251	71252
71452	71453
71671	71672
72219	72242
72258	72259
73809	73810
